GeneID	GeneName	T1R1	T1R2	T1R3	T1R4	T2R1	T2R2	T2R3	T2R4	T3R1	T3R2	T3R3	T3R4	T4R1	T4R2	T4R3	T4R4	T5R1	T5R2	T5R3	T5R4	T6R1	T6R2	T6R3	T6R4	T7R1	T7R2	T7R3	T7R4	T8R1	T8R2	T8R3	T8R4	T9R1	T9R2	T9R3	T9R4	T10R1	T10R2	T10R3	T10R4	T11R1	T11R2	T11R3	T11R4	T12R1	T12R2	T12R3	T12R4	T13R1	T13R2	T13R3	T13R4	T14R1	T14R2	T14R3	T14R4	T15R1	T15R2	T15R3	T15R4	T16R1	T16R2	T16R3	T16R4	T17R1	T17R2	T17R3	T17R4	T18R1	T18R2	T18R3	T18R4
CG31038-RA	CG31038	-0.0253338044854186	-0.0914091549120188	-0.0755389092545062	-0.0286097602094797	-0.109336834819363	-0.270140664189454	-0.0302566566534761	0.14408910439191	-0.0872469879090172	0.0477435982688377	0.171676839970146	0.0591559823590382	-0.103376862243669	-0.25382240131953	0.0404601203210504	0.0395277401822511	0.0117544897518842	-0.280582054360512	0.095213088632943	0.11360462458838	-0.195742642305014	-0.0381090693100727	0.0989583816984663	0.0851200819008984	0.0224047794731126	0.0540407305631136	-0.147207119781309	-0.0564742371823703	-0.0518412330761535	-0.408068495442628	-0.0619781918555926	0.062517418000076	0.0268441073770935	-0.073680762562172	-0.0170566492774773	-0.441545331153615	-0.0309209942927682	0.212860346380673	0.105038545252119	-0.0402632492497608	-0.246629224429244	-0.017012551052507	0.000249031609196315	0.00707427937747074	-0.00553015273895241	0.149727719019143	0.251368663610704	-0.123542964831577	0.0378902148646088	0.000446829589796138	0.203620690682129	0.08427933653779	0.10742702901314	0.189119237534952	0.228718857423147	0.189119237534952	-0.0154171243404937	0.123485050920216	0.228631285256401	0.0995833843343377	0.133900202488493	-0.0822667356621354	0.149865982834688	0.133104200546237	0.0498831884289528	0.0921695911367051	0.128523797282592	0.227545958039109	0.207699714041267	-0.171567935369468	0.0304972024697232	0.0447301044912667
CG5618-RA	CG5618	0.172878876007198	0.00347985550533103	0.0717204007399541	0.230120419942668	-0.0298879770551164	-0.0236450365312679	-0.00862494150544446	0.0959901586354182	0.0511345434909014	0.0622457191053751	0.107306311063956	0.0906753341548487	0.0145677276509684	0.0403301841633477	0.0111606529051551	-0.00351110303036517	0.0297496370845307	0.0421220622553307	-0.0635436881942573	0.0297496370845307	0.0421928432274417	-0.0762846857960353	-0.000306754812998911	0.119102587461696	-0.0305895688861035	0.0323077768677109	-0.00797425950863051	-0.0125698329515957	-0.0358409544020226	-0.190515937448803	-0.0958435851291242	-0.191753247243851	-0.0802321077762604	-0.0319325166403779	-0.0802321077762604	-0.213793864539174	-0.00872406330271502	-0.00872406330271502	-0.023625739551334	0.00569700520445959	0.00393974787710683	0.00135932728831545	-0.341147421529183	0.00135932728831545	0.0843872261578396	0.00261083133625295	-0.0363895915963113	-0.208601208026786	0.0394756038308293	-0.0640296148484811	-0.0450934154893288	0.0530270987418993	0.120409838914759	0.0212988189391128	-0.0557611600028078	0.0212988189391128	-0.00337428524183725	0.0131219821349813	-0.0995503575465406	-0.0910100520690147	0.0322805431672473	-0.00268777241483775	0.00564314691946688	0.13602321916175	0.0840377416038676	-0.0513958716934164	0	0.076426555898398	0.0518608636427675	-0.01375727407338	-0.0564249158752359	0.268131884451366
CG32425-RA	CG32425	0.0380792250804989	0.101464017881437	-0.0452892815131376	-0.0607952634303874	-0.0292444477453264	-0.0537060809509589	0.0211101916034631	-0.0742904444051975	-0.0628050340718351	0.0760465837563782	0.235924189543787	-0.125119372073994	-0.0915867473918777	-0.0953663241027938	0.000210901730550717	-0.164478210670854	0.144646642283265	0.0767639382163159	0.0149587146453509	0.113409611606057	-0.0361253729953237	0.144777393840226	0.204856715122758	0.0152059109875786	-0.0709556991185831	0.0128122663230261	-0.078764985518351	-0.0905386552835621	0.00635294665497987	-0.0640095715103106	0.0209353825507446	-0.0325124062465028	0.140227834503053	0.0676586885907078	-0.0297324182872511	-0.150014472949741	0.155662415194206	0.294278224186467	0.207648943493631	0.0388720028766016	0.157167278412161	0.418600332988347	0.0799161258024066	0.150773695402612	0.180282793635142	0.120638689899963	0.233773956527075	0.0820270989629774	0.239661927510077	0.169324756418973	0.0563664811923825	0.147365309777971	0.235596951349382	0.193624687272706	0.323612036906052	0.235596951349382	0.0360401136510147	0.297520552828704	0.057022173666061	0.073393203891503	0.152627272722555	0.0182593929341799	0.00369009198936521	0.0182593929341799	-0.0460135362032403	0.0402246487746609	-0.0225575589669633	0.0872435357427994	-0.149259490531336	0.116895695458964	0.0403529593759071	0.0403529593759071
CG2913-RA	yin	0.143574259923985	-0.0563259280878619	-0.0971049456814006	-0.178262468769407	-0.107184784715322	-0.0960112147347081	-0.0119996500947783	-0.150801137585581	0.103942568593246	0.0267390870164919	0.0625163781287075	-0.560292586345025	-0.0420892947582319	-0.193109534508381	-0.177706654766083	-0.490545767771498	0.019630462808002	-0.113027729955714	-0.0139219633627095	-0.129984429110451	-0.156335662915061	-0.0564726731872609	0.0486447937128487	-0.192202007001994	0.126321740849363	-0.141741881199478	-0.125443959492351	-0.125443959492351	0.0961638376855545	-0.364029755004943	0.0697989552353935	-0.209585449864364	0.0979955435846946	-0.0393756418369371	-0.0438370687536818	-0.348852921580681	0.269551490259858	-0.0084349771312633	-0.0203560729300154	-0.139784920493447	0.108932543771425	-0.0406957928253879	0.104773122653749	0.0188089496625858	0.114145015509955	0.196821861256742	0.151429805182211	-0.045606629867228	0.066214161277168	0.226880687429457	0.299276326571497	0.219013619552603	0.171143934869629	0.311115724261401	0.231848474211303	0.231848474211303	0.115939736475983	0.186922155415909	0.118302418526413	0.287182847854188	0.0513707439537203	0.224348136532157	0.133189351497908	0.431254491247238	0.118328973548506	-0.0763771829130935	0.118328973548506	0.356771400133498	0.117065326666129	-0.0696909012297207	0.117065326666129	0.2603178630087
CG5709-RA	ari-2	-0.0626862547311973	-0.0472839707019235	-0.086741388673966	-0.0986767883850437	-0.0835179471860439	-0.393851079114365	-0.185788088951144	-0.0908514851497726	-0.0517534833640125	-0.228316258841246	-0.0258889835031813	0.0399412391783436	-0.0983704346869212	-0.396052265419653	-0.183021551030403	-0.177821676571993	0.0107868245861713	-0.310813890691014	-0.099187274722791	-0.0688244715457529	0.0412334958741098	-0.221927887717618	0.0196257265084103	0.0589013299713459	-0.0405794034979552	-0.0879154833371558	-0.302000724887782	-0.224985567841638	-0.0659609518139881	-0.270626840696072	-0.165369210840106	0.0963829058572347	0.188223012717232	-0.214421772965684	-0.119824138746126	-0.678509835043862	0.160016010930132	-0.0176633534513613	0.0791860225400685	-0.00844749683247414	0.035214552398374	0.0970095203552903	0.0551644829205644	0.25848469789477	-0.00227903458258005	0.149265468128142	0.230421974999362	-0.143817850579057	0.102659017201411	-0.159539411714522	0.123915157866077	0.279190838577434	0.102358414341924	-0.167298123334259	0.210868347194846	0.102358414341924	-0.0435438012725093	-0.210800309808243	0.200511916614825	-0.140840163441985	0.0831385136726013	-0.123689474535943	0.138210354172098	0.0385939074003625	0.0635402001075267	0.11193934220253	0.1716002528974	0.165457872765717	0.144682467290617	-0.274517132968864	0.108839550444244	0.0804488637696306
CG4183-RA	Hsp26	-0.116787111579876	0.28574464513625	-0.199018602486065	-0.268579481207247	-0.28819740627873	-0.153612920810209	-0.918949362763637	-0.330099771347713	-0.542474816114515	0.206005671239843	-0.584133777427621	0.303434089703234	-0.335184865995734	0.230093837649976	-0.531480385700743	-0.734762995797016	-0.135260919216254	0.525982858619377	-0.249692262165112	-0.0290964458836722	0.123502941265782	0.38494700287362	-0.463277987948056	-0.356583299838558	-0.351698509748529	-0.166034172693408	-0.38492402690466	-0.252544425376298	-0.353239861829945	0.373152482491721	0	-0.365529461663249	-0.191553525161787	0.288406052084547	-0.52419466942494	0.382932390528115	-0.0648441597601241	-0.367820647590799	-0.203848036799819	-0.133143487753674	0.154036673814078	0.548192355683547	-0.429456850332805	-0.186484985255383	-0.0258855609080406	0.117291607720574	0	0.236805377080886	0.162619558340889	0.401408080416186	0.266928124641957	0.338814400615856	-0.13917167714806	0.542966415787278	0.396563118824812	0.341844996626511	-0.0119368257048844	0.46685817153535	0.343709765763732	0.345856921555255	0.362355356698437	0.385646311071172	0.621629986771925	0.0914441765645648	-0.483054555880935	0.0513126143859921	0.528219879908566	0.213181101596316	-0.453406495449858	0.336811275135023	-0.204796025754479	0.435690776131601
CG9379-RA	by	0.0675958892168698	-0.211350554362017	-0.241869155357601	-0.402422731167015	0.0629015806217916	0.0284799587030182	-0.190580584267885	-0.290606866248888	0.0748993558583724	-0.0182980058632145	-0.0583344706823228	-0.265693713960945	0.0466708412529364	-0.141934831539017	-0.167200089977714	-0.412471610100033	-0.0311875728329838	-0.136531601508428	-0.241646633066716	-0.136531601508428	-0.131100271917115	-0.13340591065559	-0.183651958108385	-0.241286155231895	0.104842338098498	-0.214668426792115	-0.27069764287968	-0.255253553316327	-0.18169809884795	-0.216965468251881	0.125712211775027	-0.489396004225114	-0.111179605033648	0.00436866643344125	-0.111179605033648	-0.113231893384566	0.152848480888444	-0.622880388513392	-0.0539171386269688	-0.337793030337142	-0.00290212606919305	-0.0204374982396986	-0.0744817942884808	0.0421840244474172	0.175334911558524	0.0133337730215235	0.258578681320853	0.0931277622571969	0.207055188732686	0.199869093688579	0.0345228325818576	0.0193217693210279	0.203212178900126	0.200262994914355	0.300242066633915	0.203212178900126	0.333199961824461	0.20647079974719	0.0848226167632333	0.394097204925476	0.250795871370421	0.249348560543734	0.294091934042312	0.250795871370421	-0.0441162767437042	-0.13837779884275	0.0901058393171068	0.0433134614983697	-0.0181076436847132	-0.0692713663869426	-0.113242635587196	0.0190476398555823
CG3734-RA	CG3734	0.0257160307935944	-0.0101295577231744	-0.0377059002824094	0.358989751542474	0.0935481182498847	-0.0437401461735725	0.379647414773732	0.472476308662353	0.0687944749663858	-0.210038243500796	0.153003790053126	0.296328702180434	-0.00492032952629362	0.0474267960017789	0.0432233684197429	0.417004915549834	0.0490160563784974	-0.166058008568887	-0.105510262350968	0.219414340577334	0.120614118999129	-0.0455363718223687	-0.0986280681618972	0.259047798310555	0.054553507478933	0.0247583058115106	-0.149037091441011	0.0659710618832268	0.129463915118039	-0.430597181974531	-0.601771980296423	-0.430597181974531	-0.172045220446152	-0.172045220446152	-0.354866636147762	0.100531434965383	0.0989193450349193	-0.368962149490035	0.0944894846641704	0.134190638974491	0.0453635849299676	-0.0776484800551689	-0.481059984949501	-0.0776484800551689	0.073268239235671	-0.186472731336783	0.0723342110768712	-0.366450413926186	-0.204542534100717	-0.524649009852452	-0.204542534100717	-0.0136273320431295	-0.00637976536811014	-0.0937510174610336	-0.136811802294543	-0.0221583181963529	-0.0452832455263295	-0.232274213830959	-0.150262344976011	-0.205673772331573	0.0532020083193903	-0.228987922976832	-0.155808990232711	-0.0583410764824777	0.070195873630662	-0.00853762641172828	-0.165302018538902	0.017113877106544	-0.11113328763086	-0.11113328763086	-0.101520600759931	-0.14582029960037
CG18743-RA	Hsp70Ab	-0.00693847867980324	-0.00693847867980324	-0.263562083217012	0.315397379511438	0.203433889442129	0.00642858085090126	-0.562463703990622	-0.067797510953234	-0.31261651129522	0.205764406292804	-0.528890674101152	0.265134449349775	-0.0233801550133768	-0.0303059110478276	-0.70867433892024	-0.0358211103587749	-0.0975266532487264	0.277633613945518	-0.628967674725804	0.103038323585107	0.201746053870965	0.10474077754319	-0.711581435348677	0.0657423439610305	-0.261356627030956	0.13849039886912	-0.475423342722792	0.237562929511913	-0.118669867588206	0.375156530866594	-0.847371469079494	0.26860134868782	0.0609168215320413	0.178399163039598	-0.870206803523008	-0.171075206473022	-0.147609528017055	0.385327418349984	0.725915376501833	0.385327418349984	0.19618092013593	0.218336882675207	-0.0462745402550482	0.335897474680785	-0.0333156099328615	0.413109738270677	0.618513920799357	0.35336844444187	0.156107353564627	-0.00784754603407123	0.771745863822497	0.53047610043202	0.0923740848676289	0.397870826131776	0.986054305044673	0.397870826131776	0.096420729037484	-0.242336001268262	0.741429436179716	0.407352071107399	0.246167946083915	0.0569529789724541	0.92882211304661	0.218015192398862	-0.20298627395732	-0.12312257002368	0.558131675771847	0.221990422162181	-0.173186083609895	0.366013054378978	0.0648641181960556	0.206842132562937
CG15365-RA	CG15365	-0.114998757341247	0.0352957675555565	-0.0247896153335949	-0.0247896153335949	0.0086279806438414	-0.122095374475941	0.00426061894760288	-0.654898673827049	0.0625230053345476	-0.0872315363537828	-0.0222378918341199	-0.00285261819652582	0.0695731380091038	-0.0869743703670665	-0.148882005607142	-0.281383890447209	0.0240178713745376	0.0306575659567967	0.421118206171061	-0.041666637182316	0.063091013636968	-0.00991101048102028	-0.0969168344864242	0.00242403029332827	0.101048267795059	-0.1353481193544	-0.1353481193544	-0.214824371056016	0.095245093202557	-0.311537601877792	0.13395373784781	-0.172656564050285	0.20901554951064	0.0106120189736849	0.100920433575026	0.100920433575026	0.100205922077131	0.106798841430285	-0.0558940851410084	-0.144487764957248	0.249891020123926	0.0474711053550188	0.19349529614151	0.0664949751841162	0.0633352921611507	0.10080634001085	0.0633352921611507	-0.0674355380017406	0.165758943816201	0.229097897053174	0.612627936371847	0.0135957522387233	0.235364558921242	0.096242826916285	0.404799723905194	-0.0732090669484373	0.186062122610994	0.267455093612897	0.287936227189236	0.178284781626675	0.256880811596742	0.302784337095822	0.592038178371326	-0.0375600707237185	-0.0498100319464241	-0.11270594073821	0.930784136334209	0.149694694046461	-0.229605667203509	0.00546410311942491	0.109773775327586	-0.10898063257166
